,subgroup,modeldate,approve_estimate,disapprove_estimate,M_Month,M_Day,M_Year
2157,Voters,9/21/2017,40.87155,52.637530000000005,9,21,2017
2158,Adults,9/21/2017,39.37469,53.34927,9,21,2017
2159,All polls,9/21/2017,39.45935,53.5658,9,21,2017
2160,Adults,9/20/2017,38.84023,53.24905,9,20,2017
2161,Voters,9/20/2017,40.86275,52.65388000000001,9,20,2017
2162,All polls,9/20/2017,39.06307,53.5909,9,20,2017
2163,Adults,9/19/2017,38.45267,54.4381,9,19,2017
2164,Voters,9/19/2017,40.389540000000004,53.92811,9,19,2017
2165,All polls,9/19/2017,38.851890000000004,54.49646,9,19,2017
2166,Voters,9/18/2017,40.48919,53.731869999999994,9,18,2017
2167,Adults,9/18/2017,38.50353,54.44039,9,18,2017
2168,All polls,9/18/2017,38.90175,54.57581,9,18,2017
2169,Adults,9/17/2017,38.39445,54.59601,9,17,2017
2170,Voters,9/17/2017,40.4518,53.72971999999999,9,17,2017
2171,All polls,9/17/2017,38.79023,54.70401999999999,9,17,2017
2172,Voters,9/16/2017,40.4518,53.72971999999999,9,16,2017
2173,Adults,9/16/2017,38.16751,55.15108000000001,9,16,2017
2174,All polls,9/16/2017,38.79293,54.80883000000001,9,16,2017
2175,Voters,9/15/2017,40.4518,53.72971999999999,9,15,2017
2176,Adults,9/15/2017,38.26089,54.98891999999999,9,15,2017
2177,All polls,9/15/2017,38.85391,54.70395,9,15,2017
2178,Voters,9/14/2017,40.09134,54.549,9,14,2017
2179,Adults,9/14/2017,37.67922,56.30154,9,14,2017
2180,All polls,9/14/2017,38.48572,55.559369999999994,9,14,2017
2181,Adults,9/13/2017,37.67399,56.40246,9,13,2017
2182,Voters,9/13/2017,39.74465,54.93554,9,13,2017
2183,All polls,9/13/2017,38.20712,55.90915,9,13,2017
2184,Voters,9/12/2017,39.55527,55.24316999999999,9,12,2017
2185,Adults,9/12/2017,37.3891,56.79363000000001,9,12,2017
2186,All polls,9/12/2017,38.1081,56.23721999999999,9,12,2017
2187,Voters,9/11/2017,40.315290000000005,54.72517,9,11,2017
2188,Adults,9/11/2017,38.23683,56.34893,9,11,2017
2189,All polls,9/11/2017,38.718090000000004,55.95098,9,11,2017
2190,Voters,9/10/2017,40.44044,54.6344,9,10,2017
2191,Adults,9/10/2017,38.22231,56.30355,9,10,2017
2192,All polls,9/10/2017,38.75933,55.87571,9,10,2017
2193,Voters,9/9/2017,40.44044,54.6344,9,9,2017
2194,Adults,9/9/2017,38.21482,56.3358,9,9,2017
2195,All polls,9/9/2017,38.76101,55.89272,9,9,2017
2196,Voters,9/8/2017,40.44044,54.6344,9,8,2017
2197,Adults,9/8/2017,38.10756,56.42276,9,8,2017
2198,All polls,9/8/2017,38.68817,55.95134,9,8,2017
2199,Voters,9/7/2017,39.82632,55.34008000000001,9,7,2017
2200,Adults,9/7/2017,37.70192,56.98781999999999,9,7,2017
2201,All polls,9/7/2017,38.37829,56.375930000000004,9,7,2017
2202,Voters,9/6/2017,39.78395,55.352940000000004,9,6,2017
2203,Adults,9/6/2017,37.38649,57.16378,9,6,2017
2204,All polls,9/6/2017,38.21691,56.44203,9,6,2017
2205,Voters,9/5/2017,39.3034,55.7341,9,5,2017
2206,Adults,9/5/2017,36.758379999999995,57.60414,9,5,2017
2207,All polls,9/5/2017,37.76652,56.801030000000004,9,5,2017
2208,Adults,9/4/2017,36.54958,57.64956,9,4,2017
2209,Voters,9/4/2017,38.7773,56.08899,9,4,2017
2210,All polls,9/4/2017,37.50347,56.98285,9,4,2017
2211,Voters,9/3/2017,38.72445,56.203590000000005,9,3,2017
2212,Adults,9/3/2017,36.37417,57.84581,9,3,2017
2213,All polls,9/3/2017,37.35038,57.18285,9,3,2017
2214,Adults,9/2/2017,36.258829999999996,58.04179,9,2,2017
2215,Voters,9/2/2017,38.72445,56.203590000000005,9,2,2017
2216,All polls,9/2/2017,37.28516,57.30523,9,2,2017
2217,Voters,9/1/2017,38.72445,56.203590000000005,9,1,2017
2218,Adults,9/1/2017,36.30648,57.99635,9,1,2017
2219,All polls,9/1/2017,37.3336,57.260380000000005,9,1,2017
2220,Voters,8/31/2017,38.60115,56.26993,8,31,2017
2221,Adults,8/31/2017,36.05339,57.89574,8,31,2017
2222,All polls,8/31/2017,37.22177,57.225809999999996,8,31,2017
2223,Voters,8/30/2017,38.63689,56.25348,8,30,2017
2224,Adults,8/30/2017,36.117670000000004,57.82173,8,30,2017
2225,All polls,8/30/2017,37.318529999999996,57.14878,8,30,2017
2226,Adults,8/29/2017,35.83307,58.1829,8,29,2017
2227,Voters,8/29/2017,38.09775,56.346180000000004,8,29,2017
2228,All polls,8/29/2017,36.822070000000004,57.44258000000001,8,29,2017
2229,Voters,8/28/2017,38.497170000000004,56.13604,8,28,2017
2230,Adults,8/28/2017,35.77592,57.909969999999994,8,28,2017
2231,All polls,8/28/2017,36.928129999999996,57.2124,8,28,2017
2232,Voters,8/27/2017,38.49583,56.117219999999996,8,27,2017
2233,Adults,8/27/2017,35.77816,57.89424,8,27,2017
2234,All polls,8/27/2017,36.921440000000004,57.197559999999996,8,27,2017
2235,Voters,8/26/2017,38.49583,56.117219999999996,8,26,2017
2236,Adults,8/26/2017,35.78688,57.870259999999995,8,26,2017
2237,All polls,8/26/2017,36.93331,57.179959999999994,8,26,2017
2238,Voters,8/25/2017,38.49583,56.117219999999996,8,25,2017
2239,Adults,8/25/2017,35.74794,57.8345,8,25,2017
2240,All polls,8/25/2017,36.91675,57.15396,8,25,2017
2241,Voters,8/24/2017,38.61401,55.61861999999999,8,24,2017
2242,Adults,8/24/2017,35.95277,57.41348000000001,8,24,2017
2243,All polls,8/24/2017,37.01527,56.76906999999999,8,24,2017
2244,Voters,8/23/2017,38.47126,55.76075,8,23,2017
2245,Adults,8/23/2017,36.0565,57.31284,8,23,2017
2246,All polls,8/23/2017,36.92514,56.832730000000005,8,23,2017
2247,Voters,8/22/2017,39.12299,55.47832,8,22,2017
2248,Adults,8/22/2017,35.67125,57.80386,8,22,2017
2249,All polls,8/22/2017,36.81282,57.00314,8,22,2017
2250,Voters,8/21/2017,39.59126,54.82199,8,21,2017
2251,Adults,8/21/2017,35.88695,57.15897,8,21,2017
2252,All polls,8/21/2017,37.05765,56.547819999999994,8,21,2017
2253,Voters,8/20/2017,39.6217,54.81041,8,20,2017
2254,All polls,8/20/2017,37.72692,55.436069999999994,8,20,2017
2255,Adults,8/20/2017,36.341,55.70692,8,20,2017
2256,Adults,8/19/2017,36.38994,55.65908,8,19,2017
2257,All polls,8/19/2017,37.79533,55.39618000000001,8,19,2017
2258,Voters,8/19/2017,39.6217,54.81041,8,19,2017
2259,Adults,8/18/2017,36.38994,55.65908,8,18,2017
2260,Voters,8/18/2017,39.6217,54.81041,8,18,2017
2261,All polls,8/18/2017,37.79533,55.39618000000001,8,18,2017
2262,Voters,8/17/2017,40.14403,53.8097,8,17,2017
2263,Adults,8/17/2017,36.85913,54.9086,8,17,2017
2264,All polls,8/17/2017,37.855540000000005,54.9286,8,17,2017
2265,Voters,8/16/2017,39.795429999999996,53.64213,8,16,2017
2266,Adults,8/16/2017,36.79667,54.94242,8,16,2017
2267,All polls,8/16/2017,37.33916,55.03361999999999,8,16,2017
2268,Voters,8/15/2017,39.32666,54.214909999999996,8,15,2017
2269,Adults,8/15/2017,37.07734,55.79198,8,15,2017
2270,All polls,8/15/2017,37.63694,55.55735,8,15,2017
2271,Adults,8/14/2017,36.519009999999994,57.780390000000004,8,14,2017
2272,Voters,8/14/2017,39.25485,54.94201999999999,8,14,2017
2273,All polls,8/14/2017,37.39813,56.64359,8,14,2017
2274,Voters,8/13/2017,39.34763,54.878009999999996,8,13,2017
2275,Adults,8/13/2017,36.694720000000004,57.57878,8,13,2017
2276,All polls,8/13/2017,37.57039,56.46309,8,13,2017
2277,Voters,8/12/2017,39.34763,54.878009999999996,8,12,2017
2278,Adults,8/12/2017,36.75468,57.438469999999995,8,12,2017
2279,All polls,8/12/2017,37.622279999999996,56.35921,8,12,2017
2280,Voters,8/11/2017,39.34763,54.878009999999996,8,11,2017
2281,Adults,8/11/2017,36.636070000000004,57.460919999999994,8,11,2017
2282,All polls,8/11/2017,37.56736,56.34316999999999,8,11,2017
2283,Voters,8/10/2017,38.53228,56.22918000000001,8,10,2017
2284,Adults,8/10/2017,36.22694,57.69921,8,10,2017
2285,All polls,8/10/2017,36.93701,57.06971,8,10,2017
2286,Voters,8/9/2017,38.39414,56.41191,8,9,2017
2287,Adults,8/9/2017,36.23774,57.79395,8,9,2017
2288,All polls,8/9/2017,36.86343,57.23425,8,9,2017
2289,Voters,8/8/2017,38.25177,56.822540000000004,8,8,2017
2290,Adults,8/8/2017,36.17896,58.15186,8,8,2017
2291,All polls,8/8/2017,36.90808,57.435019999999994,8,8,2017
2292,Voters,8/7/2017,37.74126,57.283390000000004,8,7,2017
2293,Adults,8/7/2017,36.43844,57.34126,8,7,2017
2294,All polls,8/7/2017,36.60229,57.367180000000005,8,7,2017
2295,Voters,8/6/2017,37.39128,57.57107,8,6,2017
2296,Adults,8/6/2017,36.92662,57.10833,8,6,2017
2297,All polls,8/6/2017,36.98021,57.27692,8,6,2017
2298,Adults,8/5/2017,36.92022,57.046459999999996,8,5,2017
2299,Voters,8/5/2017,37.27709,57.64736,8,5,2017
2300,All polls,8/5/2017,36.95828,57.26429,8,5,2017
2301,Voters,8/4/2017,37.27709,57.64736,8,4,2017
2302,Adults,8/4/2017,36.86573,57.283030000000004,8,4,2017
2303,All polls,8/4/2017,36.91279,57.437169999999995,8,4,2017
2304,Adults,8/3/2017,36.98343,57.11368,8,3,2017
2305,Voters,8/3/2017,37.2991,57.72597,8,3,2017
2306,All polls,8/3/2017,37.01992,57.37531,8,3,2017
2307,Voters,8/2/2017,37.31966,57.769909999999996,8,2,2017
2308,Adults,8/2/2017,37.009,57.20819,8,2,2017
2309,All polls,8/2/2017,37.04735,57.467369999999995,8,2,2017
2310,Voters,8/1/2017,38.21495,57.225559999999994,8,1,2017
2311,Adults,8/1/2017,37.12984,57.07516,8,1,2017
2312,All polls,8/1/2017,37.76429,56.74495,8,1,2017
2313,Voters,7/31/2017,38.83294,56.406980000000004,7,31,2017
2314,Adults,7/31/2017,37.74067,56.1981,7,31,2017
2315,All polls,7/31/2017,38.20862,56.1893,7,31,2017
2316,Adults,7/30/2017,37.82521,56.02435,7,30,2017
2317,Voters,7/30/2017,38.97818,56.00404,7,30,2017
2318,All polls,7/30/2017,38.352309999999996,55.75294,7,30,2017
2319,Voters,7/29/2017,38.97818,56.00404,7,29,2017
2320,Adults,7/29/2017,37.87874,55.96958000000001,7,29,2017
2321,All polls,7/29/2017,38.38412,55.72515,7,29,2017
2322,Voters,7/28/2017,38.97818,56.00404,7,28,2017
2323,Adults,7/28/2017,37.84032,55.90107,7,28,2017
2324,All polls,7/28/2017,38.35725,55.68451999999999,7,28,2017
2325,Voters,7/27/2017,39.90546,54.90348,7,27,2017
2326,Adults,7/27/2017,38.03011,55.41692,7,27,2017
2327,All polls,7/27/2017,38.549279999999996,55.347319999999996,7,27,2017
2328,Voters,7/26/2017,40.108909999999995,54.685230000000004,7,26,2017
2329,Adults,7/26/2017,37.87655,55.62539,7,26,2017
2330,All polls,7/26/2017,38.549609999999994,55.35145,7,26,2017
2331,Voters,7/25/2017,40.00367,54.72099,7,25,2017
2332,Adults,7/25/2017,37.56762,55.98916,7,25,2017
2333,All polls,7/25/2017,38.38955,55.600640000000006,7,25,2017
2334,Voters,7/24/2017,40.00105,54.826069999999994,7,24,2017
2335,Adults,7/24/2017,38.53267,55.306630000000006,7,24,2017
2336,All polls,7/24/2017,39.052890000000005,55.13695,7,24,2017
2337,Voters,7/23/2017,39.92391,54.903890000000004,7,23,2017
2338,Adults,7/23/2017,37.63227,55.985459999999996,7,23,2017
2339,All polls,7/23/2017,38.4932,55.55575,7,23,2017
2340,Voters,7/22/2017,39.92391,54.903890000000004,7,22,2017
2341,Adults,7/22/2017,37.518409999999996,56.16276,7,22,2017
2342,All polls,7/22/2017,38.418409999999994,55.681459999999994,7,22,2017
2343,Adults,7/21/2017,37.444320000000005,56.22223,7,21,2017
2344,Voters,7/21/2017,39.92391,54.903890000000004,7,21,2017
2345,All polls,7/21/2017,38.3734,55.72233000000001,7,21,2017
2346,Voters,7/20/2017,40.243140000000004,54.3571,7,20,2017
2347,Adults,7/20/2017,37.8655,56.34587,7,20,2017
2348,All polls,7/20/2017,38.6458,55.76773000000001,7,20,2017
2349,Adults,7/19/2017,37.97404,56.19024,7,19,2017
2350,Voters,7/19/2017,40.23778,54.35539,7,19,2017
2351,All polls,7/19/2017,38.712509999999995,55.670019999999994,7,19,2017
2352,Voters,7/18/2017,40.80437,53.83469,7,18,2017
2353,Adults,7/18/2017,38.04208,56.00086999999999,7,18,2017
2354,All polls,7/18/2017,38.72128,55.6564,7,18,2017
2355,Voters,7/17/2017,40.746559999999995,53.64394,7,17,2017
2356,Adults,7/17/2017,38.4192,55.60708,7,17,2017
2357,All polls,7/17/2017,38.818940000000005,55.38853,7,17,2017
2358,Voters,7/16/2017,40.889520000000005,54.01481,7,16,2017
2359,Adults,7/16/2017,37.84597,56.335330000000006,7,16,2017
2360,All polls,7/16/2017,38.60715,55.70111,7,16,2017
2361,Adults,7/15/2017,38.296170000000004,55.9601,7,15,2017
2362,Voters,7/15/2017,41.46784,53.406009999999995,7,15,2017
2363,All polls,7/15/2017,39.09839,55.3304,7,15,2017
2364,Voters,7/14/2017,41.46821,53.40541999999999,7,14,2017
2365,Adults,7/14/2017,38.36245,55.82526,7,14,2017
2366,All polls,7/14/2017,39.14643,55.239259999999994,7,14,2017
2367,Voters,7/13/2017,41.25047,53.57362,7,13,2017
2368,Adults,7/13/2017,37.98452,55.815830000000005,7,13,2017
2369,All polls,7/13/2017,39.25278,55.00865,7,13,2017
2370,Voters,7/12/2017,41.334579999999995,53.476859999999995,7,12,2017
2371,Adults,7/12/2017,37.98452,55.815830000000005,7,12,2017
2372,All polls,7/12/2017,39.29457,54.95346,7,12,2017
2373,Voters,7/11/2017,41.28938,53.671119999999995,7,11,2017
2374,Adults,7/11/2017,38.076679999999996,55.988640000000004,7,11,2017
2375,All polls,7/11/2017,39.24297,55.10878,7,11,2017
2376,Voters,7/10/2017,40.97753,53.88207,7,10,2017
2377,Adults,7/10/2017,37.7802,55.95912,7,10,2017
2378,All polls,7/10/2017,39.12117,55.044630000000005,7,10,2017
2379,Voters,7/9/2017,40.9719,53.88918,7,9,2017
2380,Adults,7/9/2017,37.73914,55.995580000000004,7,9,2017
2381,All polls,7/9/2017,39.08517,55.06653000000001,7,9,2017
2382,Voters,7/8/2017,40.9719,53.88918,7,8,2017
2383,Adults,7/8/2017,37.63799,56.035090000000004,7,8,2017
2384,All polls,7/8/2017,39.03389,55.08215,7,8,2017
2385,Voters,7/7/2017,40.9719,53.88918,7,7,2017
2386,Adults,7/7/2017,37.56738,56.12503,7,7,2017
2387,All polls,7/7/2017,39.01347,55.129059999999996,7,7,2017
2388,Adults,7/6/2017,37.445370000000004,55.90229,7,6,2017
2389,Voters,7/6/2017,40.9981,53.727669999999996,7,6,2017
2390,All polls,7/6/2017,39.00697,54.95916,7,6,2017
2391,Voters,7/5/2017,41.05097,53.6532,7,5,2017
2392,Adults,7/5/2017,37.4516,55.896730000000005,7,5,2017
2393,All polls,7/5/2017,39.03904,54.90335,7,5,2017
2394,Adults,7/4/2017,37.41192,55.53621,7,4,2017
2395,Voters,7/4/2017,41.50266,53.08095,7,4,2017
2396,All polls,7/4/2017,39.41248,54.468430000000005,7,4,2017
2397,Voters,7/3/2017,41.5316,53.03595,7,3,2017
2398,Adults,7/3/2017,37.542390000000005,55.46515,7,3,2017
2399,All polls,7/3/2017,39.529990000000005,54.391369999999995,7,3,2017
2400,Voters,7/2/2017,41.685390000000005,52.85609,7,2,2017
2401,Adults,7/2/2017,37.37842,55.55313,7,2,2017
2402,All polls,7/2/2017,39.51341,54.3523,7,2,2017
2403,Voters,7/1/2017,41.685390000000005,52.85609,7,1,2017
2404,Adults,7/1/2017,37.45395,55.562709999999996,7,1,2017
2405,All polls,7/1/2017,39.58723,54.34242,7,1,2017
2406,Adults,6/30/2017,37.439840000000004,55.56991,6,30,2017
2407,Voters,6/30/2017,41.685390000000005,52.85609,6,30,2017
2408,All polls,6/30/2017,39.60293,54.33164,6,30,2017
2409,Voters,6/29/2017,41.86575,52.88573,6,29,2017
2410,Adults,6/29/2017,37.671409999999995,55.343030000000006,6,29,2017
2411,All polls,6/29/2017,39.935159999999996,54.1336,6,29,2017
2412,Voters,6/28/2017,41.81993,52.67576999999999,6,28,2017
2413,Adults,6/28/2017,37.54221,55.361709999999995,6,28,2017
2414,All polls,6/28/2017,39.3798,54.28488,6,28,2017
2415,Voters,6/27/2017,41.78716,53.239509999999996,6,27,2017
2416,Adults,6/27/2017,37.488009999999996,56.62576,6,27,2017
2417,All polls,6/27/2017,38.71787,55.643969999999996,6,27,2017
2418,Voters,6/26/2017,42.26113,53.22861999999999,6,26,2017
2419,Adults,6/26/2017,38.38256,56.12514,6,26,2017
2420,All polls,6/26/2017,39.46778,55.20918,6,26,2017
2421,Voters,6/25/2017,42.15164,53.26928,6,25,2017
2422,Adults,6/25/2017,38.605309999999996,56.046519999999994,6,25,2017
2423,All polls,6/25/2017,39.58413,55.20745,6,25,2017
2424,Voters,6/24/2017,42.15164,53.26928,6,24,2017
2425,Adults,6/24/2017,38.69684,55.903690000000005,6,24,2017
2426,All polls,6/24/2017,39.66325,55.099790000000006,6,24,2017
2427,Voters,6/23/2017,42.15164,53.26928,6,23,2017
2428,Adults,6/23/2017,38.85541,55.87791,6,23,2017
2429,All polls,6/23/2017,39.77451,55.082519999999995,6,23,2017
2430,Voters,6/22/2017,41.33515,53.736290000000004,6,22,2017
2431,Adults,6/22/2017,38.19526,56.326130000000006,6,22,2017
2432,All polls,6/22/2017,38.74978,55.697230000000005,6,22,2017
2433,Adults,6/21/2017,37.71882,56.43046999999999,6,21,2017
2434,Voters,6/21/2017,41.27916,53.78546,6,21,2017
2435,All polls,6/21/2017,38.40358,55.776469999999996,6,21,2017
2436,Voters,6/20/2017,41.74133,53.186119999999995,6,20,2017
2437,Adults,6/20/2017,38.055009999999996,55.89925,6,20,2017
2438,All polls,6/20/2017,38.62213,55.349380000000004,6,20,2017
2439,Adults,6/19/2017,38.20811,55.95309,6,19,2017
2440,Voters,6/19/2017,41.07663,53.4833,6,19,2017
2441,All polls,6/19/2017,38.71433,55.339690000000004,6,19,2017
2442,Voters,6/18/2017,41.08271,53.55498000000001,6,18,2017
2443,Adults,6/18/2017,38.2633,55.92405,6,18,2017
2444,All polls,6/18/2017,38.732209999999995,55.372519999999994,6,18,2017
2445,Voters,6/17/2017,41.08271,53.55498000000001,6,17,2017
2446,Adults,6/17/2017,38.22923,55.98989,6,17,2017
2447,All polls,6/17/2017,38.7223,55.40695,6,17,2017
2448,Voters,6/16/2017,41.08271,53.55498000000001,6,16,2017
2449,Adults,6/16/2017,38.13759,56.16522,6,16,2017
2450,All polls,6/16/2017,38.66948,55.514309999999995,6,16,2017
2451,Adults,6/15/2017,38.17562,56.75382,6,15,2017
2452,Voters,6/15/2017,40.40865,53.82966999999999,6,15,2017
2453,All polls,6/15/2017,38.38903,55.9732,6,15,2017
2454,Voters,6/14/2017,40.24654,53.96759,6,14,2017
2455,Adults,6/14/2017,37.58538,56.836619999999996,6,14,2017
2456,All polls,6/14/2017,38.3791,55.65119,6,14,2017
2457,Voters,6/13/2017,39.90106,54.4931,6,13,2017
2458,Adults,6/13/2017,37.423840000000006,57.090559999999996,6,13,2017
2459,All polls,6/13/2017,38.255340000000004,55.78836,6,13,2017
2460,Voters,6/12/2017,39.8111,54.497,6,12,2017
2461,Adults,6/12/2017,37.24044,57.05828,6,12,2017
2462,All polls,6/12/2017,38.29467,55.58596,6,12,2017
2463,Voters,6/11/2017,39.4872,55.183609999999994,6,11,2017
2464,Adults,6/11/2017,37.39389,56.960069999999995,6,11,2017
2465,All polls,6/11/2017,38.09373,55.9653,6,11,2017
2466,Voters,6/10/2017,39.4872,55.183609999999994,6,10,2017
2467,Adults,6/10/2017,37.4267,56.84025,6,10,2017
2468,All polls,6/10/2017,38.12778,55.87754,6,10,2017
2469,Voters,6/9/2017,39.4872,55.183609999999994,6,9,2017
2470,Adults,6/9/2017,37.27892,56.98267,6,9,2017
2471,All polls,6/9/2017,38.04195,55.96476,6,9,2017
2472,Voters,6/8/2017,39.567040000000006,55.13066,6,8,2017
2473,Adults,6/8/2017,37.595209999999994,56.70111,6,8,2017
2474,All polls,6/8/2017,38.24259,55.779630000000004,6,8,2017
2475,Voters,6/7/2017,39.47573,55.21827,6,7,2017
2476,Adults,6/7/2017,37.62785,56.87752,6,7,2017
2477,All polls,6/7/2017,38.28024,55.87093,6,7,2017
2478,Adults,6/6/2017,37.5394,56.78997,6,6,2017
2479,Voters,6/6/2017,40.25127,54.70671,6,6,2017
2480,All polls,6/6/2017,38.60328,55.67593000000001,6,6,2017
2481,Voters,6/5/2017,40.307959999999994,54.25923,6,5,2017
2482,Adults,6/5/2017,38.077090000000005,55.82519,6,5,2017
2483,All polls,6/5/2017,38.998259999999995,55.00614,6,5,2017
2484,Adults,6/4/2017,38.04909,55.86415,6,4,2017
2485,Voters,6/4/2017,40.13013,54.414919999999995,6,4,2017
2486,All polls,6/4/2017,38.890209999999996,55.1037,6,4,2017
2487,Voters,6/3/2017,40.417159999999996,54.00001999999999,6,3,2017
2488,Adults,6/3/2017,38.158359999999995,55.66989,6,3,2017
2489,All polls,6/3/2017,38.9981,54.954280000000004,6,3,2017
2490,Voters,6/2/2017,40.417159999999996,54.00001999999999,6,2,2017
2491,Adults,6/2/2017,38.31442,55.51968000000001,6,2,2017
2492,All polls,6/2/2017,39.10624,54.85807,6,2,2017
2493,Voters,6/1/2017,40.30403,54.02005,6,1,2017
2494,Adults,6/1/2017,38.32013,55.45131,6,1,2017
2495,All polls,6/1/2017,39.113640000000004,54.81100000000001,6,1,2017
2496,Adults,5/31/2017,38.323640000000005,55.46051,5,31,2017
2497,Voters,5/31/2017,40.34653,53.96354,5,31,2017
2498,All polls,5/31/2017,39.14719,54.780269999999994,5,31,2017
2499,Voters,5/30/2017,40.42588,53.90906999999999,5,30,2017
2500,Adults,5/30/2017,38.39928,55.634130000000006,5,30,2017
2501,All polls,5/30/2017,39.21078,54.800990000000006,5,30,2017
2502,Voters,5/29/2017,40.06456,53.968469999999996,5,29,2017
2503,Adults,5/29/2017,38.48822,55.33235,5,29,2017
2504,All polls,5/29/2017,39.3634,54.5243,5,29,2017
2505,Voters,5/28/2017,40.15144,53.83537,5,28,2017
2506,Adults,5/28/2017,38.41018,55.399330000000006,5,28,2017
2507,All polls,5/28/2017,39.3673,54.49165,5,28,2017
2508,Voters,5/27/2017,40.15144,53.83537,5,27,2017
2509,Adults,5/27/2017,38.26954,55.52485,5,27,2017
2510,All polls,5/27/2017,39.27729,54.572109999999995,5,27,2017
2511,Voters,5/26/2017,40.22279,53.764019999999995,5,26,2017
2512,Adults,5/26/2017,38.20471,55.57269,5,26,2017
2513,All polls,5/26/2017,39.28042,54.5595,5,26,2017
2514,Voters,5/25/2017,39.91333,53.94801999999999,5,25,2017
2515,Adults,5/25/2017,37.89192,55.7291,5,25,2017
2516,All polls,5/25/2017,39.05955,54.673469999999995,5,25,2017
2517,Voters,5/24/2017,39.814370000000004,54.016619999999996,5,24,2017
2518,Adults,5/24/2017,37.85646,55.77018,5,24,2017
2519,All polls,5/24/2017,38.99393,54.72711999999999,5,24,2017
2520,Adults,5/23/2017,38.31108,55.461290000000005,5,23,2017
2521,Voters,5/23/2017,40.24492,54.416880000000006,5,23,2017
2522,All polls,5/23/2017,39.14797,54.91948000000001,5,23,2017
2523,Adults,5/22/2017,38.269059999999996,55.46428,5,22,2017
2524,Voters,5/22/2017,39.638259999999995,54.532469999999996,5,22,2017
2525,All polls,5/22/2017,38.78198,54.95404,5,22,2017
2526,Voters,5/21/2017,39.62964,54.51856,5,21,2017
2527,Adults,5/21/2017,38.28256,55.40812,5,21,2017
2528,All polls,5/21/2017,38.83015,54.86396,5,21,2017
2529,Adults,5/20/2017,38.23556,55.41444,5,20,2017
2530,Voters,5/20/2017,39.62964,54.51856,5,20,2017
2531,All polls,5/20/2017,38.80148,54.87124,5,20,2017
2532,Voters,5/19/2017,39.62964,54.51856,5,19,2017
2533,Adults,5/19/2017,38.32204,55.4182,5,19,2017
2534,All polls,5/19/2017,38.86071,54.876090000000005,5,19,2017
2535,Voters,5/18/2017,40.4189,53.615880000000004,5,18,2017
2536,Adults,5/18/2017,39.05318,54.666669999999996,5,18,2017
2537,All polls,5/18/2017,39.450359999999996,54.286480000000005,5,18,2017
2538,Voters,5/17/2017,41.0498,53.19755,5,17,2017
2539,Adults,5/17/2017,39.368759999999995,54.66336,5,17,2017
2540,All polls,5/17/2017,39.6813,54.27899,5,17,2017
2541,Adults,5/16/2017,39.56028,54.62194,5,16,2017
2542,Voters,5/16/2017,41.785140000000006,52.59653,5,16,2017
2543,All polls,5/16/2017,39.90671,54.102340000000005,5,16,2017
2544,Voters,5/15/2017,42.67153,51.774190000000004,5,15,2017
2545,Adults,5/15/2017,40.18683,54.08882,5,15,2017
2546,All polls,5/15/2017,40.50564,53.57767,5,15,2017
2547,Voters,5/14/2017,42.85477,51.5491,5,14,2017
2548,Adults,5/14/2017,40.29266,53.97565,5,14,2017
2549,All polls,5/14/2017,40.63778,53.41823,5,14,2017
2550,Voters,5/13/2017,42.59069,51.74759,5,13,2017
2551,Adults,5/13/2017,40.91915,53.34138000000001,5,13,2017
2552,All polls,5/13/2017,41.08303,52.949,5,13,2017
2553,Voters,5/12/2017,42.59069,51.74759,5,12,2017
2554,Adults,5/12/2017,40.99252,53.26033,5,12,2017
2555,All polls,5/12/2017,41.129459999999995,52.89473,5,12,2017
2556,Voters,5/11/2017,42.88606,51.48355,5,11,2017
2557,Adults,5/11/2017,40.850359999999995,53.25583,5,11,2017
2558,All polls,5/11/2017,41.157920000000004,52.878530000000005,5,11,2017
2559,Voters,5/10/2017,42.81641,51.53957,5,10,2017
2560,Adults,5/10/2017,41.02212,53.14196,5,10,2017
2561,All polls,5/10/2017,41.21492,52.84939,5,10,2017
2562,Voters,5/9/2017,44.17577,50.24742,5,9,2017
2563,Adults,5/9/2017,41.140159999999995,52.99695,5,9,2017
2564,All polls,5/9/2017,41.933279999999996,52.1669,5,9,2017
2565,Voters,5/8/2017,44.14452,50.20971,5,8,2017
2566,Adults,5/8/2017,41.42287,53.04214,5,8,2017
2567,All polls,5/8/2017,42.168620000000004,52.08101,5,8,2017
2568,Adults,5/7/2017,41.269059999999996,53.12979,5,7,2017
2569,Voters,5/7/2017,44.32235,50.10137,5,7,2017
2570,All polls,5/7/2017,42.136109999999995,52.09691,5,7,2017
2571,Voters,5/6/2017,44.32235,50.10137,5,6,2017
2572,Adults,5/6/2017,41.32185,53.11271,5,6,2017
2573,All polls,5/6/2017,42.17928,52.08133,5,6,2017
2574,Adults,5/5/2017,41.492309999999996,52.98911,5,5,2017
2575,Voters,5/5/2017,44.067679999999996,50.19212,5,5,2017
2576,All polls,5/5/2017,42.33636,51.939820000000005,5,5,2017
2577,Voters,5/4/2017,44.23395,49.99863,5,4,2017
2578,Adults,5/4/2017,41.485209999999995,53.025380000000006,5,4,2017
2579,All polls,5/4/2017,42.42966,51.85018,5,4,2017
2580,Voters,5/3/2017,44.34391,49.80513,5,3,2017
2581,Adults,5/3/2017,41.485209999999995,53.025380000000006,5,3,2017
2582,All polls,5/3/2017,42.382940000000005,51.870020000000004,5,3,2017
